E,6.0,5.2.m,4.2.r,3.1.i,2.0,1.0
F,6.1.i,5.3.r,4.3.p,3.2.m,2.1.i,1.1.i
F#,6.2.i,5.4.r,4.4.p,3.3.m,2.2.i,1.2.i
Gb,6.2.i,5.4.r,4.4.p,3.3.m,2.2.i,1.2.i
G,6.3.i,5.5.r,4.5.p,3.4.m,2.3.i,1.3.i
Ab,6.4.i,5.6.r,4.6.p,3.5.m,2.4.i,1.4.i
G#,6.4.i,5.6.r,4.6.p,3.5.m,2.4.i,1.4.i
A,6.5.i,5.7.r,4.7.p,3.6.m,2.5.i,1.5.i
A#,6.6.i,5.8.r,4.8.p,3.7.m,2.6.i,1.6.i
A#,6.7.i,5.9.r,4.9.p,3.8.m,2.7.i,1.7.i
Bb,6.6.i,5.8.r,4.8.p,3.7.m,2.6.i,1.6.i
C,6.8.i,5.10.r,4.10.p,3.9.m,2.8.i,1.8.i
C#,6.9.i,5.11.r,4.11.p,3.10.m,2.9.i,1.9.i
Db,6.9.i,5.11.r,4.11.p,3.10.m,2.9.i,1.9.i
D,6.10.i,5.12.r,4.12.p,3.11.m,2.10.i,1.10.i
D#,6.11.i,5.13.r,4.13.p,3.12.m,2.11.i,1.11.i
Eb,6.11.i,5.13.r,4.13.p,3.12.m,2.11.i,1.11.i
A,5.0,4.2.i,3.2.m,2.2.r,1.0
A#,5.1.i,4.3.m,3.3.r,2.3.p,1.1.i
Bb,5.1.i,4.3.m,3.3.r,2.3.p,1.1.i
B,5.2.i,4.4.m,3.4.r,2.4.p,1.2.i
C,5.3.i,4.5.m,3.5.r,2.5.p,1.3.i
C#,5.4.i,4.6.m,3.6.r,2.6.p,1.4.i
Db,5.4.i,4.6.m,3.6.r,2.6.p,1.4.i
D,5.5.i,4.7.m,3.7.r,2.7.p,1.5.i
D#,5.6.i,4.8.m,3.8.r,2.8.p,1.6.i
Eb,5.6.i,4.8.m,3.8.r,2.8.p,1.6.i
E,5.7.i,4.9.m,3.9.r,2.9.p,1.7.i
F,5.8.i,4.10.m,3.10.r,2.10.p,1.8.i
F#,5.9.i,4.11.m,3.11.r,2.11.p,1.9.i
Gb,5.9.i,4.11.m,3.11.r,2.11.p,1.9.i
G,5.10.i,4.12.m,3.12.r,2.12.p,1.10.i
G#,5.11.i,4.13.m,3.13.r,2.13.p,1.11.i
Ab,5.11.i,4.13.m,3.13.r,2.13.p,1.11.i
D,4.0,3.2.i,2.3.r,1.2.m
D#,4.1.i,3.3.m,2.4.p,1.3.r
Eb,4.1.i,3.3.m,2.4.p,1.3.r
E,4.2.i,3.4.m,2.5.p,1.4.r
F,4.3.i,3.5.m,2.6.p,1.5.r
F#,4.4.i,3.6.m,2.7.p,1.6.r
Gb,4.4.i,3.6.m,2.7.p,1.6.r
G,4.5.i,3.7.m,2.8.p,1.7.r
G#,4.6.i,3.8.m,2.9.p,1.8.r
Ab,4.6.i,3.8.m,2.9.p,1.8.r
A,4.7.i,3.9.m,2.10.p,1.9.r
A#,4.8.i,3.10.m,2.11.p,1.10.r
Bb,4.8.i,3.10.m,2.11.p,1.10.r
B,4.9.i,3.11.m,2.12.p,1.11.r
C,4.10.i,3.12.m,2.13.p,1.12.r
C#,4.11.i,3.13.m,2.14.p,1.13.r
Db,4.11.i,3.13.m,2.14.p,1.13.r
G,6.3.r,5.2.m,4.0,3.0,2.0,1.3.p
G#,6.4.r,5.3.m,4.1.i,3.1.i,2.1.i,1.4.p
Ab,6.4.r,5.3.m,4.1.i,3.1.i,2.1.i,1.4.p
A,6.5.r,5.4.m,4.2.i,3.2.i,2.2.i,1.5.p
A#,6.6.r,5.5.m,4.3.i,3.3.i,2.3.i,1.6.p
Bb,6.6.r,5.5.m,4.3.i,3.3.i,2.3.i,1.6.p
B,6.7.r,5.6.m,4.4.i,3.4.i,2.4.i,1.7.p
C,6.8.r,5.7.m,4.5.i,3.5.i,2.5.i,1.8.p
C#,6.9.r,5.8.m,4.6.i,3.6.i,2.6.i,1.9.p
Db,6.9.r,5.8.m,4.6.i,3.6.i,2.6.i,1.9.p
D,6.10.r,5.9.m,4.7.i,3.7.i,2.7.i,1.10.p
D#,6.11.r,5.10.m,4.8.i,3.8.i,2.8.i,1.11.p
Eb,6.11.r,5.10.m,4.8.i,3.8.i,2.8.i,1.11.p
E,6.12.r,5.11.m,4.9.i,3.9.i,2.9.i,1.12.p
F,6.13.r,5.12.m,4.10.i,3.10.i,2.10.i,1.13.p
F#,6.14.r,5.13.m,4.11.i,3.11.i,2.11.i,1.14.p
Gb,6.14.r,5.13.m,4.11.i,3.11.i,2.11.i,1.14.p
C,5.3.r,4.2.m,3.0,2.1.i,1.0
C#,5.4.p,4.3.r,3.1.i,2.2.m,1.1.i
Db,5.4.p,4.3.r,3.1.i,2.2.m,1.1.i
D,5.5.p,4.4.r,3.2.i,2.3.m,1.2.i
D#,5.6.p,4.5.r,3.3.i,2.4.m,1.3.i
Eb,5.6.p,4.5.r,3.3.i,2.4.m,1.3.i
E,5.7.p,4.6.r,3.4.i,2.5.m,1.4.i
F,5.8.p,4.7.r,3.5.i,2.6.m,1.5.i
F#,5.9.p,4.8.r,3.6.i,2.7.m,1.6.i
Gb,5.9.p,4.8.r,3.6.i,2.7.m,1.6.i
G,5.10.p,4.9.r,3.7.i,2.8.m,1.7.i
G#,5.11.p,4.10.r,3.8.i,2.9.m,1.8.i
Ab,5.11.p,4.10.r,3.8.i,2.9.m,1.8.i
A,5.12.p,4.11.r,3.9.i,2.10.m,1.9.i
A#,5.13.p,4.12.r,3.10.i,2.11.m,1.10.i
Bb,5.13.p,4.12.r,3.10.i,2.11.m,1.10.i
B,5.14.p,4.13.r,3.11.i,2.12.m,1.11.i
Am,5.0,4.2.m,3.2.r,2.1.i,1.0
A#m,5.1.i,4.3.r,3.3.p,2.2.m,1.1.i
Bm,5.2.i,4.4.r,3.4.p,2.3.m,1.2.i
Cm,5.3.i,4.5.r,3.5.p,2.4.m,1.3.i
C#m,5.4.i,4.6.r,3.6.p,2.5.m,1.4.i
Dm,5.5.i,4.7.r,3.7.p,2.6.m,1.5.i
D#m,5.6.i,4.8.r,3.8.p,2.7.m,1.6.i
Em,5.7.i,4.9.r,3.9.p,2.8.m,1.7.i
Fm,5.8.i,4.10.r,3.10.p,2.9.m,1.8.i
F#m,5.9.i,4.11.r,3.11.p,2.10.m,1.9.i
Gm,5.10.i,4.12.r,3.12.p,2.11.m,1.10.i
G#m,5.11.i,4.13.r,3.13.p,2.12.m,1.11.i
Bbm,5.1.i,4.3.r,3.3.p,2.2.m,1.1.i
Dbm,5.4.i,4.6.r,3.6.p,2.5.m,1.4.i
Ebm,5.6.i,4.8.r,3.8.p,2.7.m,1.6.i
Gbm,5.9.i,4.11.r,3.11.p,2.10.m,1.9.i
Abm,5.11.i,4.13.r,3.13.p,2.12.m,1.11.i
Dm,4.0,3.2.m,2.3.r,1.1.i
D#m,4.1.i,3.3.r,2.4.p,1.2.m
Em,4.2.i,3.4.r,2.5.p,1.3.m
Fm,4.3.i,3.5.r,2.6.p,1.4.m
F#m,4.4.i,3.6.r,2.7.p,1.5.m
Gm,4.5.i,3.7.r,2.8.p,1.6.m
G#m,4.6.i,3.8.r,2.9.p,1.7.m
Am,4.7.i,3.9.r,2.10.p,1.8.m
A#m,4.8.i,3.10.r,2.11.p,1.9.m
Bm,4.9.i,3.11.r,2.12.p,1.10.m
Cm,4.10.i,3.12.r,2.13.p,1.11.m
C#m,4.11.i,3.13.r,2.14.p,1.12.m
Ebm,4.1.i,3.3.r,2.4.p,1.2.m
Gbm,4.4.i,3.6.r,2.7.p,1.5.m
Abm,4.6.i,3.8.r,2.9.p,1.7.m
Bbm,4.8.i,3.10.r,2.11.p,1.9.m
Dbm,4.11.i,3.13.r,2.14.p,1.12.m
Em,6.0,5.2.m,4.2.r,3.0,2.0,1.0
Fm,6.1.i,5.3.r,4.3.p,3.1.i,2.1.i,1.1.i
F#m,6.2.i,5.4.r,4.4.p,3.2.i,2.2.i,1.2.i
Gm,6.3.i,5.5.r,4.5.p,3.3.i,2.3.i,1.3.i
G#m,6.4.i,5.6.r,4.6.p,3.4.i,2.4.i,1.4.i
Am,6.5.i,5.7.r,4.7.p,3.5.i,2.5.i,1.5.i
A#m,6.6.i,5.8.r,4.8.p,3.6.i,2.6.i,1.6.i
Bm,6.7.i,5.9.r,4.9.p,3.7.i,2.7.i,1.7.i
Cm,6.8.i,5.10.r,4.10.p,3.8.i,2.8.i,1.8.i
C#m,6.9.i,5.11.r,4.11.p,3.9.i,2.9.i,1.9.i
Dm,6.10.i,5.12.r,4.12.p,3.10.i,2.10.i,1.10.i
D#m,6.11.i,5.13.r,4.13.p,3.11.i,2.11.i,1.11.i
Gbm,6.2.i,5.4.r,4.4.p,3.2.i,2.2.i,1.2.i
Abm,6.4.i,5.6.r,4.6.p,3.4.i,2.4.i,1.4.i
Bbm,6.6.i,5.8.r,4.8.p,3.6.i,2.6.i,1.6.i
Dbm,6.9.i,5.11.r,4.11.p,3.9.i,2.9.i,1.9.i
Ebm,6.11.i,5.13.r,4.13.p,3.11.i,2.11.i,1.11.i
A7,5.0,4.2.m,3.0,2.2.r,1.0
A#7,5.1.i,4.3.r,3.1.i,2.3.p,1.1.i
B7,5.2.i,4.4.r,3.2.i,2.4.p,1.2.i
C7,5.3.i,4.5.r,3.3.i,2.5.p,1.3.i
C#7,5.4.i,4.6.r,3.4.i,2.6.p,1.4.i
D7,5.5.i,4.7.r,3.5.i,2.7.p,1.5.i
D#7,5.6.i,4.8.r,3.6.i,2.8.p,1.6.i
E7,5.7.i,4.9.r,3.7.i,2.9.p,1.7.i
F7,5.8.i,4.10.r,3.8.i,2.10.p,1.8.i
F#7,5.9.i,4.11.r,3.9.i,2.11.p,1.9.i
G7,5.10.i,4.12.r,3.10.i,2.12.p,1.10.i
G#7,5.11.i,4.13.r,3.11.i,2.13.p,1.11.i
Bb7,5.1.i,4.3.r,3.1.i,2.3.p,1.1.i
Db7,5.4.i,4.6.r,3.4.i,2.6.p,1.4.i
Eb7,5.6.i,4.8.r,3.6.i,2.8.p,1.6.i
Gb7,5.9.i,4.11.r,3.9.i,2.11.p,1.9.i
Ab7,5.11.i,4.13.r,3.11.i,2.13.p,1.11.i
B7,5.2.m,4.1.i,3.2.r,2.0,1.2.p
C7,5.3.r,4.2.m,3.3.p,2.1.i,1.0
C#7,5.4.r,4.3.m,3.4.p,2.2.i
D7,5.5.r,4.4.m,3.5.p,2.3.i
D#7,5.6.r,4.5.m,3.6.p,2.4.i
E7,5.7.r,4.6.m,3.7.p,2.5.i
